"rater","rating","language","category","list","study","filename","ideophone"
"N025",3.2,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N027",2.4,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N033",1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N044",1.9,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N047",2.1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N053",1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N057",1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N063",1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N065",2,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N070",4,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N073",1.1,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N078",2,"Japanese","Sound","B","Collabra","japanese_6_sound","garigari"
"N001",2,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N004",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N006",2.1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N011",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N013",3.5,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N016",3.1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N019",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N025",2.6,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N027",3.3,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N033",2.3,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N044",1.4,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N047",4.4,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N053",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N057",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N063",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N065",2.5,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N070",1.9,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N073",2,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N078",1,"Japanese","Texture","B","Collabra","japanese_16_texture","tsuru tsuru"
"N001",4.3,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N004",4.5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N006",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N011",4.1,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N013",4.7,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N016",4.6,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N019",4,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N025",3.8,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N027",3.7,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N033",4.3,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N044",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N047",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N053",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N057",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N063",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N065",4.5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N070",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N073",4.4,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N078",5,"Japanese","Sound","B","Collabra","coll_gokugoku",NA
"N001",3.3,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N004",1.5,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N006",3.3,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N011",1,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N013",3,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N016",1.1,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N019",2,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N025",2.8,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N027",2.4,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
"N033",4,"Japanese","Texture","B","Collabra","coll_fuwafuwa",NA
